Order_Date,Time,Aging,Customer_Id,Gender,Device_Type,Customer_Login_type,Product_Category,Product,Sales,Quantity,Discount,Profit,Shipping_Cost,Order_Priority,Payment_method
11/28/2018,10:29:48,6,13934,Male,Web,Guest,Auto & Accessories,Car Pillow & Neck Rest,231,1,0.1,148.7,14.9,High,money_order
12/16/2018,10:58:09,10,20821,Female,Web,Member,Auto & Accessories,Car Media Players,140,1,0.2,57.2,5.7,Medium,credit_card
8/13/2018,19:20:07,2,50907,Male,Web,Member,Auto & Accessories,Car Speakers,211,1,0.3,114.1,11.4,Critical,credit_card
7/18/2018,11:55:47,6,51972,Male,Web,Member,Auto & Accessories,Car Body Covers,117,1,0.1,33.5,3.3,Medium,credit_card
12/23/2018,16:19:04,9,50605,Male,Web,Member,Auto & Accessories,Car & Bike Care,118,1,0.2,33.3,3.3,High,money_order
5/12/2018,22:50:56,1,29449,Female,Web,Member,Auto & Accessories,Tyre,250,5,0.3,120,12,Critical,e_wallet
10/25/2018,16:16:00,6,31766,Male,Web,Member,Auto & Accessories,Bike Tyres,72,4,0.3,18,1.8,Critical,money_order
11/3/2018,22:16:26,6,44528,Female,Web,Member,Auto & Accessories,Car Mat,54,4,0.1,13.5,1.4,High,credit_card
2/5/2018,15:20:35,7,46936,Female,Web,Member,Auto & Accessories,Car Seat Covers,114,5,0.3,5.5,0.6,Critical,money_order
10/9/2018,13:14:12,4,57526,Female,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,1,0.3,127.9,12.8,Critical,credit_card
9/19/2018,22:15:27,8,14296,Female,Web,Member,Auto & Accessories,Car Media Players,140,1,0.2,51.6,5.2,High,credit_card
6/22/2018,18:25:04,2,19797,Male,Web,Member,Auto & Accessories,Car Speakers,211,4,0.1,122.6,12.3,Critical,credit_card
12/8/2018,16:07:39,3,54545,Male,Web,Member,Auto & Accessories,Car Body Covers,117,1,0.3,32.3,3.2,Critical,credit_card
11/2/2018,12:06:27,5,45226,Female,Web,Member,Auto & Accessories,Car & Bike Care,118,1,0.1,34.5,3.4,Medium,money_order
7/14/2018,22:18:39,1,52782,Male,Web,Member,Auto & Accessories,Tyre,250,1,0.3,147.5,14.8,High,credit_card
8/20/2018,13:51:20,7,29943,Male,Web,Member,Auto & Accessories,Bike Tyres,72,1,0.3,36,3.6,High,credit_card
4/2/2018,11:01:12,1,30520,Male,Web,Member,Auto & Accessories,Car Mat,54,4,0.2,13.5,1.4,High,credit_card
11/27/2018,14:17:28,2,40060,Male,Web,Member,Auto & Accessories,Car Seat Covers,114,5,0.1,28.3,2.8,Medium,credit_card
3/2/2018,23:23:26,6,12244,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,4,0.3,104.8,10.5,Medium,credit_card
4/23/2018,21:18:14,8,13320,Female,Web,Guest,Auto & Accessories,Car Media Players,140,1,0.3,55.8,5.6,High,money_order
1/26/2018,14:21:25,3,55924,Male,Web,Member,Auto & Accessories,Car Speakers,211,4,0.3,105.7,10.6,Critical,credit_card
2/24/2018,20:25:49,6,23209,Male,Web,Member,Auto & Accessories,Car Body Covers,117,4,0.1,32.3,3.2,Critical,money_order
1/19/2018,12:31:00,4,56159,Male,Web,Member,Auto & Accessories,Car & Bike Care,118,5,0.3,20.3,2,High,credit_card
9/11/2018,23:03:54,1,51145,Female,Web,Guest,Auto & Accessories,Tyre,250,1,0.3,140,14,Critical,money_order
12/6/2018,19:45:34,1,38927,Male,Web,Member,Auto & Accessories,Bike Tyres,72,4,0.3,18,1.8,Medium,e_wallet
8/13/2018,11:28:54,7,48024,Male,Web,Member,Auto & Accessories,Car Mat,54,1,0.3,54,5.4,Medium,credit_card
7/21/2018,15:36:20,1,34082,Male,Web,Member,Auto & Accessories,Car Seat Covers,114,1,0.3,27.2,2.7,Critical,money_order
11/10/2018,12:48:28,7,48074,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,5,0.3,116.4,11.6,Critical,credit_card
11/10/2018,21:05:20,8,25224,Male,Web,Member,Auto & Accessories,Car Media Players,140,1,0.1,55.8,5.6,Medium,credit_card
3/14/2018,21:05:56,4,58274,Male,Web,Member,Auto & Accessories,Car Speakers,211,5,0.3,99.4,9.9,Medium,credit_card
12/29/2018,17:48:50,8,56660,Male,Web,Guest,Auto & Accessories,Car Body Covers,117,1,0.1,34.7,3.5,Medium,credit_card
10/27/2018,19:49:20,10,10400,Female,Web,Member,Auto & Accessories,Car & Bike Care,118,1,0.1,36.8,3.7,Critical,credit_card
6/24/2018,22:03:25,4,21786,Female,Web,Guest,Auto & Accessories,Tyre,250,1,0.3,132.5,13.3,High,credit_card
10/19/2018,18:05:41,10,40891,Female,Web,Member,Auto & Accessories,Bike Tyres,72,4,0.1,18,1.8,Critical,credit_card
7/30/2018,0:17:40,6,37067,Male,Web,Member,Auto & Accessories,Car Mat,54,1,0.3,54,5.4,Medium,credit_card
6/16/2018,13:33:04,3,13055,Male,Web,Member,Auto & Accessories,Car Seat Covers,114,5,0.3,5.5,0.6,Critical,money_order
9/30/2018,12:13:24,2,12568,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,4,0.1,141.8,14.2,High,money_order
4/12/2018,11:43:17,2,49540,Female,Web,Member,Auto & Accessories,Car Media Players,140,1,0.1,57.2,5.7,High,credit_card
4/18/2018,20:19:18,6,51821,Female,Web,Member,Auto & Accessories,Car Speakers,211,1,0.3,120.5,12,High,credit_card
9/28/2018,8:58:33,8,56635,Male,Web,Member,Auto & Accessories,Car Body Covers,117,1,0.3,31.2,3.1,Medium,credit_card
10/24/2018,11:57:01,4,10087,Female,Web,Member,Auto & Accessories,Car & Bike Care,118,5,0.3,8.5,0.9,High,money_order
5/17/2018,8:31:30,3,36197,Male,Web,Member,Auto & Accessories,Tyre,250,5,0.3,120,12,High,e_wallet
5/29/2018,11:02:48,3,39215,Male,Web,Member,Auto & Accessories,Bike Tyres,72,1,0.3,24,2.4,Critical,credit_card
10/14/2018,20:22:18,4,11935,Female,Web,Guest,Auto & Accessories,Car Mat,54,1,0.3,54,5.4,Medium,money_order
9/11/2018,23:34:58,1,23375,Male,Web,Member,Auto & Accessories,Car Seat Covers,114,1,0.3,27.2,2.7,Medium,credit_card
10/18/2018,1:27:37,5,41405,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,4,0.3,123.3,12.3,High,credit_card
10/28/2018,20:47:14,4,54554,Male,Web,Member,Auto & Accessories,Car Media Players,140,4,0.3,43.2,4.3,High,credit_card
8/17/2018,21:28:39,9,23052,Male,Web,Member,Auto & Accessories,Car Speakers,211,1,0.2,118.3,11.8,High,credit_card
8/27/2018,13:26:15,9,51948,Male,Web,Member,Auto & Accessories,Car Body Covers,117,5,0.2,25.3,2.5,Critical,money_order
12/9/2018,12:18:15,6,51091,Male,Web,Member,Auto & Accessories,Car & Bike Care,118,1,0.3,32.1,3.2,High,credit_card
1/17/2018,16:28:28,9,53091,Male,Web,Member,Auto & Accessories,Tyre,250,1,0.3,162.5,16.3,Critical,credit_card
6/4/2018,19:22:12,2,11399,Male,Web,Member,Auto & Accessories,Bike Tyres,72,5,0.3,14.4,1.4,Medium,credit_card
1/30/2018,20:30:51,8,37334,Male,Web,Member,Auto & Accessories,Car Mat,54,1,0.3,18,1.8,Medium,credit_card
8/3/2018,20:30:42,3,27968,Male,Web,Member,Auto & Accessories,Car Seat Covers,114,4,0.3,20.3,2,Critical,credit_card
12/16/2018,15:49:44,5,43538,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,1,0.2,146.4,14.6,Medium,money_order
11/17/2018,19:51:19,7,56316,Male,Web,Member,Auto & Accessories,Car Media Players,140,1,0.3,53,5.3,High,credit_card
12/15/2018,12:40:16,7,10669,Male,Web,Member,Auto & Accessories,Car Speakers,211,1,0.3,122.6,12.3,Critical,credit_card
11/27/2018,22:12:59,9,17690,Male,Web,Member,Auto & Accessories,Car Body Covers,117,4,0.2,27.6,2.8,High,e_wallet
1/17/2018,9:04:12,10,38527,Male,Web,Member,Auto & Accessories,Car & Bike Care,118,4,0.3,19.1,1.9,Medium,credit_card
3/2/2018,10:43:56,2,20054,Male,Web,Member,Auto & Accessories,Tyre,250,1,0.2,165,16.5,High,money_order
1/9/2018,16:28:52,10,12737,Male,Web,Member,Auto & Accessories,Bike Tyres,72,4,0.2,18,1.8,Medium,money_order
1/21/2018,16:31:37,10,23714,Male,Web,Member,Auto & Accessories,Car Mat,54,1,0.3,54,5.4,Medium,credit_card
1/7/2018,6:49:55,8,53009,Male,Web,Member,Auto & Accessories,Car Seat Covers,114,4,0.3,11.2,1.1,High,credit_card
4/8/2018,11:15:57,4,21326,Female,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,4,0.3,123.3,12.3,Critical,credit_card
4/29/2018,12:48:56,3,33767,Male,Web,Member,Auto & Accessories,Car Media Players,140,1,0.3,51.6,5.2,High,credit_card
7/19/2018,18:01:16,7,42394,Male,Web,Member,Auto & Accessories,Car Speakers,211,1,0.1,126.8,12.7,Medium,credit_card
8/12/2018,20:06:39,9,59006,Male,Web,Member,Auto & Accessories,Car Body Covers,117,1,0.3,33.5,3.3,Medium,credit_card
12/21/2018,15:18:40,3,13026,Male,Web,Member,Auto & Accessories,Car & Bike Care,118,5,0.3,20.3,2,Critical,credit_card
11/5/2018,19:32:36,8,34857,Male,Web,Member,Auto & Accessories,Tyre,250,5,0.1,157.5,15.8,Critical,money_order
7/30/2018,16:05:43,8,46279,Female,Web,Member,Auto & Accessories,Bike Tyres,72,5,0.2,14.4,1.4,Medium,credit_card
11/14/2018,16:23:54,7,11149,Female,Web,Member,Auto & Accessories,Car Mat,54,1,0.3,18,1.8,Critical,credit_card
6/12/2018,16:45:36,2,53224,Female,Web,Member,Auto & Accessories,Car Seat Covers,114,1,0.3,30.6,3.1,Medium,credit_card
5/11/2018,16:59:46,7,28736,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,5,0.3,116.4,11.6,Medium,credit_card
8/26/2018,12:47:29,4,18133,Male,Web,Member,Auto & Accessories,Car Media Players,140,1,0.1,57.2,5.7,Medium,credit_card
4/7/2018,8:39:21,8,27336,Female,Web,Member,Auto & Accessories,Car Speakers,211,1,0.3,109.9,11,Medium,credit_card
6/27/2018,21:43:20,10,25695,Male,Web,Member,Auto & Accessories,Car Body Covers,117,5,0.1,31.2,3.1,Medium,credit_card
5/6/2018,2:54:13,6,39668,Male,Web,Member,Auto & Accessories,Car & Bike Care,118,1,0.3,28.6,2.9,High,money_order
3/9/2018,22:00:13,10,51250,Female,Web,Member,Auto & Accessories,Tyre,250,1,0.3,132.5,13.3,Medium,credit_card
11/19/2018,18:48:58,8,39120,Male,Web,Member,Auto & Accessories,Bike Tyres,72,1,0.2,36,3.6,Medium,credit_card
5/13/2018,13:16:20,6,23781,Male,Web,Member,Auto & Accessories,Car Mat,54,5,0.3,10.8,1.1,High,credit_card
2/16/2018,8:25:27,6,27748,Male,Web,Member,Auto & Accessories,Car Seat Covers,114,1,0.2,29.4,2.9,Medium,credit_card
2/27/2018,11:50:27,1,42126,Female,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,5,0.3,93.3,9.3,Medium,credit_card
4/24/2018,10:51:42,10,11070,Male,Web,Member,Auto & Accessories,Car Media Players,140,1,0.3,48.8,4.9,High,credit_card
1/3/2018,9:08:42,4,12859,Male,Web,Member,Auto & Accessories,Car Speakers,211,5,0.3,99.4,9.9,Medium,credit_card
11/2/2018,14:40:55,7,20288,Male,Web,Member,Auto & Accessories,Car Body Covers,117,4,0.3,23,2.3,High,credit_card
6/30/2018,9:36:56,5,34783,Male,Web,Member,Auto & Accessories,Car & Bike Care,118,1,0.3,34.5,3.4,Critical,credit_card
1/1/2018,15:17:41,2,48342,Male,Web,Member,Auto & Accessories,Tyre,250,1,0.1,165,16.5,High,credit_card
9/14/2018,11:42:19,5,53871,Female,Web,Member,Auto & Accessories,Bike Tyres,72,1,0.3,36,3.6,Medium,credit_card
11/11/2018,17:58:54,7,46224,Female,Web,Member,Auto & Accessories,Car Mat,54,1,0.3,18,1.8,High,credit_card
10/25/2018,11:31:42,3,59157,Male,Web,Member,Auto & Accessories,Car Seat Covers,114,5,0.3,5.5,0.6,Medium,credit_card
8/27/2018,23:18:11,9,12762,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,4,0.3,123.3,12.3,Critical,credit_card
12/24/2018,13:13:31,5,50261,Female,Web,Member,Auto & Accessories,Car Media Players,140,5,0.3,32,3.2,Critical,money_order
11/15/2018,20:02:06,6,38716,Male,Web,Member,Auto & Accessories,Car Speakers,211,5,0.2,109.9,11,Critical,money_order
12/26/2018,23:13:08,7,18170,Male,Web,Member,Auto & Accessories,Car Body Covers,117,5,0.3,7.8,0.8,Medium,credit_card
8/14/2018,20:48:53,3,18573,Female,Web,Member,Auto & Accessories,Car & Bike Care,118,1,0.2,33.3,3.3,High,money_order
9/5/2018,14:18:32,6,57631,Male,Web,Member,Auto & Accessories,Tyre,250,5,0.3,120,12,Critical,credit_card
11/1/2018,21:23:20,4,25312,Male,Web,Member,Auto & Accessories,Bike Tyres,72,1,0.3,36,3.6,High,credit_card
4/11/2018,17:38:40,1,27757,Male,Web,Member,Auto & Accessories,Car Mat,54,4,0.3,13.5,1.4,High,credit_card
11/18/2018,10:33:27,6,23383,Male,Web,Member,Auto & Accessories,Car Seat Covers,114,4,0.2,24.9,2.5,High,credit_card
6/23/2018,12:53:16,3,16880,Female,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,4,0.3,114,11.4,Critical,money_order
8/22/2018,15:12:28,5,46969,Male,Web,Member,Auto & Accessories,Car Media Players,140,1,0.3,48.8,4.9,Medium,money_order
5/25/2018,12:51:37,9,41164,Male,Web,Member,Auto & Accessories,Car Speakers,211,5,0.3,88.8,8.9,High,credit_card
8/5/2018,14:18:03,2,20627,Female,Web,Member,Auto & Accessories,Car Body Covers,117,1,0.2,34.7,3.5,Critical,credit_card
10/11/2018,22:28:26,4,58027,Male,Web,Member,Auto & Accessories,Car & Bike Care,118,5,0.2,26.2,2.6,High,credit_card
4/6/2018,17:51:51,3,21060,Male,Web,Member,Auto & Accessories,Tyre,250,1,0.2,165,16.5,High,e_wallet
7/5/2018,13:00:03,8,34872,Male,Web,Member,Auto & Accessories,Bike Tyres,72,1,0.3,24,2.4,High,credit_card
6/23/2018,1:38:01,8,31714,Male,Web,Member,Auto & Accessories,Car Mat,54,1,0.1,54,5.4,High,e_wallet
4/26/2018,21:33:25,3,47116,Male,Web,Member,Auto & Accessories,Car Seat Covers,114,1,0.3,23.7,2.4,Medium,credit_card
11/9/2018,10:48:15,10,27129,Female,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,1,0.2,137.1,13.7,Critical,credit_card
12/23/2018,16:49:08,6,21237,Female,Web,Member,Auto & Accessories,Car Media Players,140,1,0.2,54.4,5.4,Medium,credit_card
8/22/2018,2:01:17,9,38206,Male,Web,Member,Auto & Accessories,Car Speakers,211,1,0.2,122.6,12.3,Critical,credit_card
9/27/2018,0:19:37,1,30272,Male,Web,Member,Auto & Accessories,Car Body Covers,117,1,0.3,31.2,3.1,Critical,credit_card
9/13/2018,18:37:38,10,48624,Male,Web,Member,Auto & Accessories,Car & Bike Care,118,1,0.2,30.9,3.1,High,credit_card
6/14/2018,19:00:30,3,16886,Male,Web,Member,Auto & Accessories,Tyre,250,4,0.1,160,16,High,credit_card
7/3/2018,13:20:54,2,13216,Male,Web,Member,Auto & Accessories,Bike Tyres,72,4,0.3,18,1.8,Medium,credit_card
11/5/2018,12:39:54,9,51326,Male,Web,Member,Auto & Accessories,Car Mat,54,5,0.3,10.8,1.1,Critical,credit_card
3/15/2018,8:56:56,7,55275,Male,Web,Member,Auto & Accessories,Car Seat Covers,114,1,0.3,29.4,2.9,Medium,credit_card
12/8/2018,12:49:36,7,46701,Female,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,5,0.3,116.4,11.6,High,credit_card
2/12/2018,2:24:31,8,40820,Male,Web,Member,Auto & Accessories,Car Media Players,140,4,0.3,37.6,3.8,Critical,credit_card
7/24/2018,15:00:17,10,49904,Male,Web,Member,Auto & Accessories,Car Speakers,211,1,0.1,124.7,12.5,Critical,credit_card
4/3/2018,3:03:15,5,26093,Male,Web,Member,Auto & Accessories,Car Body Covers,117,1,0.3,32.3,3.2,Critical,money_order
4/15/2018,11:07:52,7,50345,Male,Web,Member,Auto & Accessories,Car & Bike Care,118,1,0.3,32.1,3.2,High,credit_card
3/26/2018,15:02:43,1,51042,Male,Web,Member,Auto & Accessories,Tyre,250,5,0.3,120,12,High,e_wallet
6/1/2018,21:38:26,1,54156,Female,Web,Member,Auto & Accessories,Bike Tyres,72,5,0.1,14.4,1.4,Medium,money_order
3/4/2018,17:49:44,3,49842,Female,Web,Member,Auto & Accessories,Car Mat,54,1,0.3,54,5.4,High,credit_card
3/12/2018,22:34:44,4,54288,Male,Web,Member,Auto & Accessories,Car Seat Covers,114,1,0.3,28.3,2.8,High,debit_card
6/11/2018,21:28:50,4,24361,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,1,0.1,144.1,14.4,High,credit_card
10/25/2018,22:45:23,9,21733,Male,Web,Member,Auto & Accessories,Car Media Players,140,1,0.3,43.2,4.3,High,credit_card
1/1/2018,11:46:12,1,52631,Male,Web,Member,Auto & Accessories,Car Speakers,211,5,0.3,88.8,8.9,High,debit_card
10/28/2018,22:30:08,9,32541,Male,Web,Member,Auto & Accessories,Car Body Covers,117,4,0.1,32.3,3.2,High,money_order
5/5/2018,16:36:29,8,55090,Female,Web,Member,Auto & Accessories,Car & Bike Care,118,1,0.1,36.8,3.7,Critical,credit_card
4/26/2018,13:10:46,8,20040,Male,Web,Guest,Auto & Accessories,Tyre,250,5,0.3,132.5,13.3,Medium,money_order
5/16/2018,12:28:32,3,39219,Male,Web,Member,Auto & Accessories,Bike Tyres,72,1,0.3,36,3.6,Critical,money_order
3/27/2018,15:07:57,7,24412,Male,Web,Member,Auto & Accessories,Car Mat,54,5,0.3,10.8,1.1,Medium,credit_card
11/30/2018,16:43:44,7,29807,Female,Web,Member,Auto & Accessories,Car Seat Covers,114,1,0.3,22.6,2.3,High,money_order
1/24/2018,2:04:42,5,48233,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,1,0.2,141.8,14.2,Medium,credit_card
9/10/2018,10:00:25,5,30709,Female,Web,Member,Auto & Accessories,Car Media Players,140,1,0.3,39,3.9,High,money_order
5/11/2018,9:49:31,8,27375,Male,Web,Member,Auto & Accessories,Car Speakers,211,1,0.3,114.1,11.4,Critical,credit_card
5/29/2018,19:34:33,1,17972,Male,Web,Member,Auto & Accessories,Car Body Covers,117,5,0.3,7.8,0.8,Critical,credit_card
7/18/2018,15:03:36,7,36714,Female,Web,Member,Auto & Accessories,Car & Bike Care,118,1,0.2,35.6,3.6,High,debit_card
3/7/2018,18:43:07,9,11383,Male,Web,Member,Auto & Accessories,Tyre,250,1,0.2,165,16.5,Critical,credit_card
6/12/2018,21:59:20,7,16937,Male,Web,Member,Auto & Accessories,Bike Tyres,72,4,0.3,18,1.8,Critical,credit_card
8/5/2018,8:33:27,9,28764,Male,Web,Member,Auto & Accessories,Car Mat,54,1,0.3,27,2.7,High,money_order
4/29/2018,11:26:51,3,15767,Male,Web,Member,Auto & Accessories,Car Seat Covers,114,5,0.3,16.9,1.7,High,credit_card
8/28/2018,16:40:24,3,49395,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,1,0.3,116.4,11.6,Critical,credit_card
9/27/2018,15:58:41,8,20714,Female,Web,Guest,Auto & Accessories,Car Media Players,140,1,0.2,54.4,5.4,Medium,credit_card
5/15/2018,6:24:03,5,21256,Male,Web,Member,Auto & Accessories,Car Speakers,211,1,0.3,99.4,9.9,Medium,credit_card
5/4/2018,16:32:18,9,16009,Female,Web,Member,Auto & Accessories,Car Body Covers,117,1,0.3,26.5,2.6,High,credit_card
12/5/2018,10:10:02,7,39670,Male,Web,Member,Auto & Accessories,Car & Bike Care,118,1,0.2,35.6,3.6,Medium,credit_card
10/7/2018,14:01:50,8,40878,Female,Web,Member,Auto & Accessories,Tyre,250,1,0.1,165,16.5,Medium,credit_card
11/4/2018,20:54:31,5,15052,Male,Web,Member,Auto & Accessories,Bike Tyres,72,1,0.3,72,7.2,High,credit_card
12/27/2018,20:01:30,10,44673,Male,Web,Member,Auto & Accessories,Car Mat,54,4,0.3,13.5,1.4,High,credit_card
6/14/2018,18:40:29,4,46729,Male,Web,Member,Auto & Accessories,Car Seat Covers,114,1,0.3,29.4,2.9,High,credit_card
10/6/2018,21:40:51,9,28110,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,1,0.3,132.5,13.3,High,credit_card
10/5/2018,15:51:51,9,19418,Male,Web,Member,Auto & Accessories,Car Media Players,140,4,0.1,54.4,5.4,Medium,money_order
4/10/2018,13:17:12,8,42455,Male,Web,Member,Auto & Accessories,Car Speakers,211,5,0.3,88.8,8.9,Medium,credit_card
12/3/2018,19:35:00,10,18151,Male,Web,Member,Auto & Accessories,Car Body Covers,117,4,0.2,27.6,2.8,High,credit_card
3/13/2018,17:00:56,5,59483,Male,Web,Member,Auto & Accessories,Car & Bike Care,118,1,0.1,34.5,3.4,Critical,credit_card
9/22/2018,9:34:54,4,10657,Male,Web,Member,Auto & Accessories,Tyre,250,1,0.3,150,15,High,money_order
3/21/2018,22:50:13,2,22798,Male,Web,Member,Auto & Accessories,Bike Tyres,72,1,0.3,72,7.2,High,credit_card
2/21/2018,14:09:26,6,33776,Male,Web,Member,Auto & Accessories,Car Mat,54,1,0.1,18,1.8,Critical,money_order
3/10/2018,19:29:20,3,21908,Male,Web,Member,Auto & Accessories,Car Seat Covers,114,5,0.3,11.2,1.1,Critical,e_wallet
12/9/2018,21:01:06,10,13528,Female,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,5,0.2,127.9,12.8,Critical,credit_card
4/21/2018,8:54:33,7,20823,Female,Web,Member,Auto & Accessories,Car Media Players,140,1,0.2,57.2,5.7,Medium,credit_card
1/7/2018,13:59:13,10,24995,Male,Web,Member,Auto & Accessories,Car Speakers,211,1,0.1,126.8,12.7,High,credit_card
11/15/2018,21:17:49,5,13435,Male,Web,Member,Auto & Accessories,Car Body Covers,117,4,0.2,27.6,2.8,Critical,credit_card
11/12/2018,9:51:12,9,39679,Female,Web,Member,Auto & Accessories,Car & Bike Care,118,5,0.3,14.4,1.4,Critical,credit_card
3/19/2018,14:43:59,4,14698,Male,Web,Member,Auto & Accessories,Tyre,250,1,0.1,165,16.5,High,credit_card
4/19/2018,15:22:02,6,42532,Male,Web,Member,Auto & Accessories,Bike Tyres,72,4,0.3,18,1.8,Critical,money_order
12/24/2018,8:03:00,9,39717,Male,Web,Member,Auto & Accessories,Car Mat,54,1,0.3,54,5.4,High,credit_card
11/17/2018,9:46:01,1,26600,Female,Web,Member,Auto & Accessories,Car Seat Covers,114,1,0.3,27.2,2.7,Critical,credit_card
6/11/2018,13:51:19,4,42637,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,4,0.3,123.3,12.3,High,credit_card
5/27/2018,13:02:43,2,35130,Male,Web,Member,Auto & Accessories,Car Media Players,140,1,0.3,53,5.3,Critical,credit_card
8/24/2018,15:46:49,4,27982,Female,Web,Member,Auto & Accessories,Car Speakers,211,1,0.3,105.7,10.6,Medium,credit_card
10/5/2018,9:51:37,6,46225,Male,Web,Member,Auto & Accessories,Car Body Covers,117,1,0.3,23,2.3,Medium,e_wallet
11/11/2018,20:39:16,7,43890,Male,Web,Member,Auto & Accessories,Car & Bike Care,118,1,0.2,33.3,3.3,Critical,credit_card
7/1/2018,11:21:38,3,22699,Female,Web,Member,Auto & Accessories,Tyre,250,5,0.3,107.5,10.8,Critical,credit_card
7/24/2018,18:10:05,2,46188,Male,Web,Member,Auto & Accessories,Bike Tyres,72,1,0.3,36,3.6,High,credit_card
11/17/2018,17:50:47,10,45817,Male,Web,Member,Auto & Accessories,Car Mat,54,1,0.3,18,1.8,High,credit_card
7/10/2018,9:03:58,3,41427,Male,Web,Member,Auto & Accessories,Car Seat Covers,114,1,0.3,24.9,2.5,Critical,credit_card
5/30/2018,16:14:26,9,43342,Female,Web,Guest,Auto & Accessories,Car Pillow & Neck Rest,231,1,0.3,144.1,14.4,High,credit_card
10/19/2018,20:27:15,10,33187,Male,Web,Member,Auto & Accessories,Car Media Players,140,4,0.3,43.2,4.3,High,money_order
9/27/2018,21:12:02,7,54697,Male,Web,Member,Auto & Accessories,Car Speakers,211,5,0.3,78.3,7.8,High,credit_card
9/7/2018,11:55:40,7,22477,Female,Web,Member,Auto & Accessories,Car Body Covers,117,1,0.1,35.8,3.6,High,money_order
6/7/2018,10:24:26,6,24564,Male,Web,Member,Auto & Accessories,Car & Bike Care,118,1,0.3,30.9,3.1,Critical,credit_card
1/21/2018,10:32:27,10,22000,Male,Web,Member,Auto & Accessories,Tyre,250,5,0.3,120,12,Medium,credit_card
7/4/2018,18:56:33,3,32209,Male,Web,Member,Auto & Accessories,Bike Tyres,72,4,0.3,18,1.8,High,money_order
10/15/2018,12:08:47,8,49864,Female,Web,Member,Auto & Accessories,Car Mat,54,5,0.1,10.8,1.1,Critical,credit_card
11/29/2018,13:53:14,9,13872,Male,Web,Member,Auto & Accessories,Car Seat Covers,114,1,0.1,31.7,3.2,Critical,money_order
12/15/2018,16:25:29,2,59821,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,4,0.2,132.5,13.3,Medium,credit_card
12/7/2018,16:59:34,7,29352,Male,Web,Member,Auto & Accessories,Car Media Players,140,1,0.3,47.4,4.7,High,credit_card
9/11/2018,10:44:58,4,30991,Male,Web,Member,Auto & Accessories,Car Speakers,211,1,0.2,118.3,11.8,Critical,credit_card
7/9/2018,8:40:38,9,37624,Male,Web,Member,Auto & Accessories,Car Body Covers,117,5,0.3,7.8,0.8,Critical,credit_card
9/27/2018,12:03:22,3,41713,Female,Web,Member,Auto & Accessories,Car & Bike Care,118,1,0.3,33.3,3.3,High,credit_card
5/17/2018,15:08:18,5,42251,Male,Web,Member,Auto & Accessories,Tyre,250,1,0.3,147.5,14.8,Critical,money_order
6/13/2018,13:35:32,3,29376,Female,Web,Member,Auto & Accessories,Bike Tyres,72,1,0.3,36,3.6,High,credit_card
1/23/2018,11:38:18,9,28251,Male,Web,Member,Auto & Accessories,Car Mat,54,4,0.1,13.5,1.4,Medium,credit_card
9/26/2018,11:48:47,5,54854,Female,Web,Member,Auto & Accessories,Car Seat Covers,114,1,0.2,31.7,3.2,High,credit_card
5/17/2018,10:45:24,1,16583,Female,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,1,0.3,116.4,11.6,Critical,credit_card
5/19/2018,16:28:13,3,57835,Male,Web,Member,Auto & Accessories,Car Media Players,140,1,0.3,43.2,4.3,Critical,credit_card
10/12/2018,10:42:00,8,22461,Male,Web,Member,Auto & Accessories,Car Speakers,211,1,0.3,120.5,12,High,money_order
9/3/2018,17:38:12,5,15899,Male,Web,Member,Auto & Accessories,Car Body Covers,117,1,0.1,33.5,3.3,High,credit_card
12/4/2018,21:04:35,10,38259,Female,Web,Member,Auto & Accessories,Car & Bike Care,118,4,0.3,14.4,1.4,Medium,money_order
4/25/2018,1:40:30,3,41314,Female,Web,Member,Auto & Accessories,Tyre,250,1,0.1,162.5,16.3,Medium,credit_card
5/15/2018,10:27:01,6,50515,Female,Web,Member,Auto & Accessories,Bike Tyres,72,1,0.2,72,7.2,High,credit_card
8/11/2018,18:57:34,4,44146,Female,Web,Member,Auto & Accessories,Car Mat,54,1,0.1,54,5.4,Medium,credit_card
